1463, -3.58985,51.90818
1464, -3.24810,51.97040
1465, -2.90542,52.03167
1466, -2.56183,52.09198
1467, -2.21734,52.15134
1468, -1.87196,52.20973
1469, -1.52569,52.26715
1470, -1.17856,52.32361
1471, -0.83056,52.37909
1472, -0.48171,52.43359
1473, -0.13203,52.48710
1474,  0.21848,52.53963
1475,  0.56981,52.59116
1476,  0.92193,52.64169
1477,  1.27485,52.69122
1478,  1.62854,52.73975
1501, -3.82801,51.63441
1502, -3.48857,51.69728
1503, -3.14820,51.75922
1504, -2.80693,51.82021
1505, -2.46476,51.88026
1506, -2.12171,51.93935
1507, -1.77777,51.99747
1508, -1.43296,52.05464
1509, -1.08729,52.11084
1510, -0.74078,52.16606
1511, -0.39343,52.22031
1512, -0.04526,52.27357
1513,  0.30373,52.32586
1514,  0.65352,52.37715
1515,  1.00410,52.42744
1516,  1.35546,52.47674
1517,  1.70758,52.52504
1541, -3.38822,51.48630
1542, -3.04924,51.54796
1543, -2.70937,51.60868
1544, -2.36860,51.66846
1545, -2.02697,51.72728
1546, -1.68446,51.78514
1547, -1.34110,51.84205
1548, -0.99690,51.89799
1549, -0.65186,51.95296
1550, -0.30599,52.00696
1551,  0.04069,52.05998
1552,  0.38816,52.11202
1553,  0.73643,52.16307
1554,  1.08548,52.21314
1555,  1.43529,52.26221
1578, -3.96133,51.14966
1579, -3.62551,51.21291
1581, -2.95119,51.33662
1582, -2.61270,51.39707
1583, -2.27334,51.45658
1584, -1.93311,51.51513
1585, -1.59203,51.57274
1586, -1.25011,51.62939
1587, -0.90735,51.68507
1588, -0.56377,51.73980
1589, -0.21938,51.79355
1590,  0.12581,51.84633
1591,  0.47179,51.89813
1592,  0.81855,51.94895
1593,  1.16607,51.99878
1615, -4.52639,50.81036
1616, -4.19371,50.87517
1617, -3.86013,50.93906
1618, -3.52565,51.00204
1619, -3.19029,51.06408
1620, -2.85404,51.12520
1621, -2.51693,51.18538
1622, -2.17895,51.24462
1623, -1.84013,51.30292
1624, -1.50046,51.36026
1625, -1.15997,51.41666
1626, -0.81865,51.47210
1627, -0.47652,51.52657
1628, -0.13359,51.58008
1629,  0.21013,51.63261
1630,  0.55462,51.68418
1631,  0.89988,51.73476
1653, -4.75395,50.53479
1654, -4.42348,50.60023
1655, -4.09211,50.66476
1656, -3.75984,50.72838
1657, -3.42669,50.79108
1658, -3.09267,50.85285
1659, -2.75778,50.91370
1660, -2.42203,50.97361
1661, -2.08544,51.03259
1662, -1.74800,51.09063
1663, -1.40974,51.14772
1664, -1.07066,51.20386
1665, -0.73077,51.25904
1666, -0.39008,51.31327
1667, -0.04860,51.36654
1668,  0.29365,51.41884
1669,  0.63667,51.47017
1690, -5.30637,50.19184
1691, -4.97897,50.25880
1692, -4.65068,50.32486
1693, -4.32149,50.39001
1694, -3.99141,50.45427
1695, -3.66045,50.51761
1698, -2.66239,50.70212
1699, -2.32800,50.76177
1700, -1.99277,50.82048
1701, -1.65672,50.87827
1702, -1.31985,50.93510
1703, -0.98217,50.99099
1704, -0.64370,51.04593
1705, -0.30443,51.09992
1706,  0.03560,51.15294
1707,  0.37640,51.20501
1708,  0.71796,51.25610
1709,  1.06026,51.30623
1741, -1.23077,50.72242
1742, -0.89449,50.77806
1743, -0.55742,50.83276
1744, -0.21958,50.88650
1745,  0.11903,50.93929
1746,  0.45839,50.99112
1747,  0.79849,51.04198
1748,  1.13933,51.09188
